Time, ax, ay, az, gx, gy, gz
0.000017, -595, -2130, 239, 42, 886, -49
0.000186, -595, -2130, 239, 42, 886, -49
0.000327, -595, -2130, 239, 42, 886, -49
0.000465, 590, -2094, 467, 214, 844, 187
0.000607, 590, -2094, 467, 214, 844, 187
0.000744, 590, -2094, 467, 214, 844, 187
0.000893, 590, -2094, 467, 214, 844, 187
0.001033, 590, -2094, 467, 214, 844, 187
0.001180, 590, -2094, 467, 214, 844, 187
0.001321, 590, -2094, 467, 214, 844, 187
0.001460, 1047, -2025, 229, 434, 827, -383
0.001599, 1047, -2025, 229, 434, 827, -383
0.001737, 1047, -2025, 229, 434, 827, -383
0.001875, 1047, -2025, 229, 434, 827, -383
0.002014, 1047, -2025, 229, 434, 827, -383
0.002152, 1047, -2025, 229, 434, 827, -383
0.002290, 1047, -2025, 229, 434, 827, -383
0.002428, 1047, -2025, 229, 434, 827, -383
0.002567, 477, -2019, 110, 588, 964, -942
0.002708, 477, -2019, 110, 588, 964, -942
0.002847, 477, -2019, 110, 588, 964, -942
0.002985, 477, -2019, 110, 588, 964, -942
0.003123, 477, -2019, 110, 588, 964, -942
0.003262, 477, -2019, 110, 588, 964, -942
0.003400, 477, -2019, 110, 588, 964, -942
0.003538, 338, -2062, 183, 743, 1133, -1081
0.003680, 338, -2062, 183, 743, 1133, -1081
0.003818, 338, -2062, 183, 743, 1133, -1081
0.003957, 338, -2062, 183, 743, 1133, -1081
0.004095, 338, -2062, 183, 743, 1133, -1081
0.004233, 338, -2062, 183, 743, 1133, -1081
0.004372, 338, -2062, 183, 743, 1133, -1081
0.004510, 440, -2081, 92, 916, 1182, -1227
0.004652, 440, -2081, 92, 916, 1182, -1227
0.004790, 440, -2081, 92, 916, 1182, -1227
0.004927, 440, -2081, 92, 916, 1182, -1227
0.005064, 440, -2081, 92, 916, 1182, -1227
0.005202, 440, -2081, 92, 916, 1182, -1227
0.005342, 440, -2081, 92, 916, 1182, -1227
0.005481, 440, -2081, 92, 916, 1182, -1227
0.005619, -224, -2079, -58, 1023, 1166, -1300
0.005760, -224, -2079, -58, 1023, 1166, -1300
0.005898, -224, -2079, -58, 1023, 1166, -1300
0.006037, -224, -2079, -58, 1023, 1166, -1300
0.006174, -224, -2079, -58, 1023, 1166, -1300
0.006312, -224, -2079, -58, 1023, 1166, -1300
0.006457, -224, -2079, -58, 1023, 1166, -1300
0.006596, -476, -2058, -145, 1056, 1122, -946
0.006738, -476, -2058, -145, 1056, 1122, -946
0.006877, -476, -2058, -145, 1056, 1122, -946
0.007015, -476, -2058, -145, 1056, 1122, -946
0.007154, -476, -2058, -145, 1056, 1122, -946
0.007292, -476, -2058, -145, 1056, 1122, -946
0.007430, -476, -2058, -145, 1056, 1122, -946
0.007569, -7, -2031, -307, 989, 1022, -647
0.007710, -7, -2031, -307, 989, 1022, -647
0.007849, -7, -2031, -307, 989, 1022, -647
