Time, ax, ay, az, gx, gy, gz
0.000024, -349, -2134, 357, -881, 1664, -213
0.000283, -349, -2134, 357, -881, 1664, -213
0.000428, -349, -2134, 357, -881, 1664, -213
0.000567, -349, -2134, 357, -881, 1664, -213
0.000714, -349, -2134, 357, -881, 1664, -213
0.000853, -349, -2134, 357, -881, 1664, -213
0.000992, -548, -2070, 606, -713, 1648, 113
0.001135, -548, -2070, 606, -713, 1648, 113
0.001274, -548, -2070, 606, -713, 1648, 113
0.001411, -548, -2070, 606, -713, 1648, 113
0.001549, -548, -2070, 606, -713, 1648, 113
0.001686, -548, -2070, 606, -713, 1648, 113
0.001823, -548, -2070, 606, -713, 1648, 113
0.001955, 23, -1950, 436, -490, 1457, 387
0.002098, 23, -1950, 436, -490, 1457, 387
0.002237, 23, -1950, 436, -490, 1457, 387
0.002374, 23, -1950, 436, -490, 1457, 387
0.002511, 23, -1950, 436, -490, 1457, 387
0.002650, 23, -1950, 436, -490, 1457, 387
0.002787, 23, -1950, 436, -490, 1457, 387
0.002924, 331, -2039, 37, -472, 1304, 228
0.003062, 331, -2039, 37, -472, 1304, 228
0.003199, 331, -2039, 37, -472, 1304, 228
0.003337, 331, -2039, 37, -472, 1304, 228
0.003474, 331, -2039, 37, -472, 1304, 228
0.003611, 331, -2039, 37, -472, 1304, 228
0.003749, 331, -2039, 37, -472, 1304, 228
0.003886, 331, -2039, 37, -472, 1304, 228
0.004023, -236, -2100, -73, -574, 1404, 126
0.004165, -236, -2100, -73, -574, 1404, 126
0.004302, -236, -2100, -73, -574, 1404, 126
0.004439, -236, -2100, -73, -574, 1404, 126
0.004577, -236, -2100, -73, -574, 1404, 126
0.004714, -236, -2100, -73, -574, 1404, 126
0.004852, -236, -2100, -73, -574, 1404, 126
0.004989, -337, -2003, 46, -654, 1509, 443
0.005131, -337, -2003, 46, -654, 1509, 443
0.005270, -337, -2003, 46, -654, 1509, 443
0.005409, -337, -2003, 46, -654, 1509, 443
0.005547, -337, -2003, 46, -654, 1509, 443
0.005684, -337, -2003, 46, -654, 1509, 443
0.005822, -337, -2003, 46, -654, 1509, 443
0.005959, -337, -2003, 46, -654, 1509, 443
0.006096, 50, -2024, 580, -599, 1445, 654
0.006238, 50, -2024, 580, -599, 1445, 654
0.006376, 50, -2024, 580, -599, 1445, 654
0.006515, 50, -2024, 580, -599, 1445, 654
0.006649, 50, -2024, 580, -599, 1445, 654
0.006788, 50, -2024, 580, -599, 1445, 654
0.006925, 50, -2024, 580, -599, 1445, 654
0.007062, -249, -2150, 1415, -105, 1375, 657
0.007204, -249, -2150, 1415, -105, 1375, 657
0.007341, -249, -2150, 1415, -105, 1375, 657
0.007479, -249, -2150, 1415, -105, 1375, 657
0.007616, -249, -2150, 1415, -105, 1375, 657
0.007753, -249, -2150, 1415, -105, 1375, 657
0.007892, -249, -2150, 1415, -105, 1375, 657
0.008029, -770, -2134, 1066, 604, 1365, 919
0.008170, -770, -2134, 1066, 604, 1365, 919
0.008309, -770, -2134, 1066, 604, 1365, 919
0.008446, -770, -2134, 1066, 604, 1365, 919
0.008583, -770, -2134, 1066, 604, 1365, 919
0.008721, -770, -2134, 1066, 604, 1365, 919
0.008859, -770, -2134, 1066, 604, 1365, 919
0.008997, -770, -2134, 1066, 604, 1365, 919
0.009134, -400, -2036, 33, 816, 1385, 1323
0.009275, -400, -2036, 33, 816, 1385, 1323
0.009413, -400, -2036, 33, 816, 1385, 1323
0.009551, -400, -2036, 33, 816, 1385, 1323
0.009688, -400, -2036, 33, 816, 1385, 1323
0.009825, -400, -2036, 33, 816, 1385, 1323
0.009963, -400, -2036, 33, 816, 1385, 1323
0.010100, 632, -1962, 212, 780, 1309, 1253
0.010241, 632, -1962, 212, 780, 1309, 1253
0.010379, 632, -1962, 212, 780, 1309, 1253
0.010516, 632, -1962, 212, 780, 1309, 1253
0.010654, 632, -1962, 212, 780, 1309, 1253
0.010791, 632, -1962, 212, 780, 1309, 1253
0.010928, 632, -1962, 212, 780, 1309, 1253
0.011065, 925, -2040, 635, 986, 1097, 576
0.011206, 925, -2040, 635, 986, 1097, 576
0.011344, 925, -2040, 635, 986, 1097, 576
0.011481, 925, -2040, 635, 986, 1097, 576
0.011619, 925, -2040, 635, 986, 1097, 576
0.011756, 925, -2040, 635, 986, 1097, 576
0.011893, 925, -2040, 635, 986, 1097, 576
0.012030, 925, -2040, 635, 986, 1097, 576
0.012168, 109, -2178, 377, 1148, 1100, 53
0.012309, 109, -2178, 377, 1148, 1100, 53
0.012448, 109, -2178, 377, 1148, 1100, 53
0.012585, 109, -2178, 377, 1148, 1100, 53
0.012722, 109, -2178, 377, 1148, 1100, 53
0.012860, 109, -2178, 377, 1148, 1100, 53
0.012998, 109, -2178, 377, 1148, 1100, 53
0.013135, -210, -2082, 214, 1169, 1300, 163
0.013313, -210, -2082, 214, 1169, 1300, 163
0.013461, -210, -2082, 214, 1169, 1300, 163
0.013600, -210, -2082, 214, 1169, 1300, 163
0.013739, -210, -2082, 214, 1169, 1300, 163
0.013877, -210, -2082, 214, 1169, 1300, 163
0.014015, -210, -2082, 214, 1169, 1300, 163
0.014152, 405, -1956, 357, 1251, 1347, 261
0.014294, 405, -1956, 357, 1251, 1347, 261
0.014432, 405, -1956, 357, 1251, 1347, 261
0.014569, 405, -1956, 357, 1251, 1347, 261
0.014707, 405, -1956, 357, 1251, 1347, 261
