Time, ax, ay, az, gx, gy, gz
0.000014, 208, -2155, -355, 355, 718, -1176
0.000181, 208, -2155, -355, 355, 718, -1176
0.000324, 208, -2155, -355, 355, 718, -1176
0.000463, 208, -2155, -355, 355, 718, -1176
0.000602, 208, -2155, -355, 355, 718, -1176
0.000745, 208, -2155, -355, 355, 718, -1176
0.000909, -520, -2131, -50, 424, 685, -1020
0.001052, -520, -2131, -50, 424, 685, -1020
0.001200, -520, -2131, -50, 424, 685, -1020
0.001342, -520, -2131, -50, 424, 685, -1020
0.001481, -520, -2131, -50, 424, 685, -1020
0.001619, -520, -2131, -50, 424, 685, -1020
0.001756, -520, -2131, -50, 424, 685, -1020
0.001893, -804, -2113, -542, 181, 671, -513
0.002035, -804, -2113, -542, 181, 671, -513
0.002173, -804, -2113, -542, 181, 671, -513
0.002310, -804, -2113, -542, 181, 671, -513
0.002448, -804, -2113, -542, 181, 671, -513
0.002585, -804, -2113, -542, 181, 671, -513
0.002722, -804, -2113, -542, 181, 671, -513
0.002859, 70, -2059, 296, -69, 591, -119
0.003001, 70, -2059, 296, -69, 591, -119
0.003138, 70, -2059, 296, -69, 591, -119
0.003276, 70, -2059, 296, -69, 591, -119
0.003413, 70, -2059, 296, -69, 591, -119
0.003550, 70, -2059, 296, -69, 591, -119
0.003688, 70, -2059, 296, -69, 591, -119
0.003825, 70, -2059, 296, -69, 591, -119
0.003962, 1378, -1944, 1333, 521, 452, -526
0.004104, 1378, -1944, 1333, 521, 452, -526
0.004242, 1378, -1944, 1333, 521, 452, -526
0.004379, 1378, -1944, 1333, 521, 452, -526
0.004517, 1378, -1944, 1333, 521, 452, -526
0.004654, 1378, -1944, 1333, 521, 452, -526
0.004791, 1378, -1944, 1333, 521, 452, -526
0.004928, 1100, -1857, 332, 1051, 619, -1497
0.005069, 1100, -1857, 332, 1051, 619, -1497
0.005209, 1100, -1857, 332, 1051, 619, -1497
0.005351, 1100, -1857, 332, 1051, 619, -1497
0.005490, 1100, -1857, 332, 1051, 619, -1497
0.005627, 1100, -1857, 332, 1051, 619, -1497
0.005764, 1100, -1857, 332, 1051, 619, -1497
0.005901, -293, -2019, -1103, 582, 927, -1824
0.006042, -293, -2019, -1103, 582, 927, -1824
0.006180, -293, -2019, -1103, 582, 927, -1824
0.006318, -293, -2019, -1103, 582, 927, -1824
0.006478, -293, -2019, -1103, 582, 927, -1824
0.006622, -293, -2019, -1103, 582, 927, -1824
0.006762, -293, -2019, -1103, 582, 927, -1824
0.006901, -809, -2203, -972, -93, 940, -1239
0.007039, -809, -2203, -972, -93, 940, -1239
0.007178, -809, -2203, -972, -93, 940, -1239
0.007316, -809, -2203, -972, -93, 940, -1239
0.007454, -809, -2203, -972, -93, 940, -1239
0.007591, -809, -2203, -972, -93, 940, -1239
0.007728, -809, -2203, -972, -93, 940, -1239
0.007866, -809, -2203, -972, -93, 940, -1239
0.008003, -387, -2167, -38, -171, 794, -598
0.008144, -387, -2167, -38, -171, 794, -598
0.008282, -387, -2167, -38, -171, 794, -598
0.008419, -387, -2167, -38, -171, 794, -598
0.008557, -387, -2167, -38, -171, 794, -598
0.008694, -387, -2167, -38, -171, 794, -598
0.008831, -387, -2167, -38, -171, 794, -598
0.008968, 147, -2081, 581, 36, 796, -410
0.009109, 147, -2081, 581, 36, 796, -410
0.009249, 147, -2081, 581, 36, 796, -410
0.009387, 147, -2081, 581, 36, 796, -410
0.009525, 147, -2081, 581, 36, 796, -410
0.009662, 147, -2081, 581, 36, 796, -410
0.009799, 147, -2081, 581, 36, 796, -410
0.009936, 708, -2025, 1010, 312, 816, -643
0.010074, 708, -2025, 1010, 312, 816, -643
0.010211, 708, -2025, 1010, 312, 816, -643
0.010349, 708, -2025, 1010, 312, 816, -643
0.010486, 708, -2025, 1010, 312, 816, -643
0.010623, 708, -2025, 1010, 312, 816, -643
