Time, ax, ay, az, gx, gy, gz
0.000016, 571, -2099, 81, -278, -404, -356
0.000207, 571, -2099, 81, -278, -404, -356
0.000350, 571, -2099, 81, -278, -404, -356
0.000488, 571, -2099, 81, -278, -404, -356
0.000626, 571, -2099, 81, -278, -404, -356
0.000763, 571, -2099, 81, -278, -404, -356
0.000903, 420, -2060, 94, -311, -212, -752
0.001045, 420, -2060, 94, -311, -212, -752
0.001183, 420, -2060, 94, -311, -212, -752
0.001321, 420, -2060, 94, -311, -212, -752
0.001459, 420, -2060, 94, -311, -212, -752
0.001596, 420, -2060, 94, -311, -212, -752
0.001733, 420, -2060, 94, -311, -212, -752
0.001870, -14, -2030, 163, -312, -63, -955
0.002008, -14, -2030, 163, -312, -63, -955
0.002146, -14, -2030, 163, -312, -63, -955
0.002283, -14, -2030, 163, -312, -63, -955
0.002421, -14, -2030, 163, -312, -63, -955
0.002558, -14, -2030, 163, -312, -63, -955
0.002695, -14, -2030, 163, -312, -63, -955
0.002832, -14, -2030, 163, -312, -63, -955
0.002970, -214, -2054, 248, -245, 14, -899
0.003111, -214, -2054, 248, -245, 14, -899
0.003250, -214, -2054, 248, -245, 14, -899
0.003388, -214, -2054, 248, -245, 14, -899
0.003525, -214, -2054, 248, -245, 14, -899
0.003663, -214, -2054, 248, -245, 14, -899
0.003800, -214, -2054, 248, -245, 14, -899
0.003938, -256, -2072, 184, -158, -34, -813
0.004081, -256, -2072, 184, -158, -34, -813
0.004220, -256, -2072, 184, -158, -34, -813
0.004358, -256, -2072, 184, -158, -34, -813
0.004495, -256, -2072, 184, -158, -34, -813
0.004633, -256, -2072, 184, -158, -34, -813
0.004771, -256, -2072, 184, -158, -34, -813
0.004908, -256, -2072, 184, -158, -34, -813
0.005046, -612, -2041, 60, -125, -200, -704
0.005187, -612, -2041, 60, -125, -200, -704
0.005328, -612, -2041, 60, -125, -200, -704
0.005467, -612, -2041, 60, -125, -200, -704
0.005604, -612, -2041, 60, -125, -200, -704
0.005742, -612, -2041, 60, -125, -200, -704
0.005880, -612, -2041, 60, -125, -200, -704
0.006017, -937, -2009, -56, -136, -411, -347
0.006158, -937, -2009, -56, -136, -411, -347
0.006296, -937, -2009, -56, -136, -411, -347
0.006436, -937, -2009, -56, -136, -411, -347
0.006572, -937, -2009, -56, -136, -411, -347
0.006711, -937, -2009, -56, -136, -411, -347
0.006849, -937, -2009, -56, -136, -411, -347
0.006986, -699, -2013, -91, -196, -632, 106
0.007129, -699, -2013, -91, -196, -632, 106
0.007267, -699, -2013, -91, -196, -632, 106
0.007404, -699, -2013, -91, -196, -632, 106
0.007542, -699, -2013, -91, -196, -632, 106
0.007679, -699, -2013, -91, -196, -632, 106
0.007817, -699, -2013, -91, -196, -632, 106
0.007954, -166, -2036, -5, -274, -855, 261
0.008093, -166, -2036, -5, -274, -855, 261
0.008231, -166, -2036, -5, -274, -855, 261
0.008368, -166, -2036, -5, -274, -855, 261
0.008505, -166, -2036, -5, -274, -855, 261
0.008643, -166, -2036, -5, -274, -855, 261
0.008780, -166, -2036, -5, -274, -855, 261
0.008917, -166, -2036, -5, -274, -855, 261
0.009054, 107, -2043, 24, -317, -987, 105
0.009195, 107, -2043, 24, -317, -987, 105
0.009332, 107, -2043, 24, -317, -987, 105
0.009469, 107, -2043, 24, -317, -987, 105
0.009607, 107, -2043, 24, -317, -987, 105
0.009744, 107, -2043, 24, -317, -987, 105
0.009881, 107, -2043, 24, -317, -987, 105
0.010018, 229, -2054, -23, -365, -956, -109
0.010159, 229, -2054, -23, -365, -956, -109
0.010296, 229, -2054, -23, -365, -956, -109
0.010434, 229, -2054, -23, -365, -956, -109
0.010571, 229, -2054, -23, -365, -956, -109
0.010708, 229, -2054, -23, -365, -956, -109
0.010845, 229, -2054, -23, -365, -956, -109
0.010982, 229, -2054, -23, -365, -956, -109
0.011120, 473, -2096, -54, -442, -814, -376
0.011261, 473, -2096, -54, -442, -814, -376
0.011398, 473, -2096, -54, -442, -814, -376
0.011536, 473, -2096, -54, -442, -814, -376
0.011673, 473, -2096, -54, -442, -814, -376
0.011810, 473, -2096, -54, -442, -814, -376
0.011947, 473, -2096, -54, -442, -814, -376
0.012085, 392, -2113, 153, -456, -606, -731
0.012225, 392, -2113, 153, -456, -606, -731
0.012364, 392, -2113, 153, -456, -606, -731
0.012501, 392, -2113, 153, -456, -606, -731
0.012639, 392, -2113, 153, -456, -606, -731
0.012776, 392, -2113, 153, -456, -606, -731
0.012914, 392, -2113, 153, -456, -606, -731
0.013186, -107, -2068, 405, -325, -356, -920
0.013338, -107, -2068, 405, -325, -356, -920
0.013477, -107, -2068, 405, -325, -356, -920
0.013616, -107, -2068, 405, -325, -356, -920
0.013754, -107, -2068, 405, -325, -356, -920
0.013893, -107, -2068, 405, -325, -356, -920
0.014031, -107, -2068, 405, -325, -356, -920
0.014169, -419, -2035, 365, -179, -158, -805
0.014311, -419, -2035, 365, -179, -158, -805
0.014449, -419, -2035, 365, -179, -158, -805
0.014586, -419, -2035, 365, -179, -158, -805
0.014723, -419, -2035, 365, -179, -158, -805
0.014860, -419, -2035, 365, -179, -158, -805
0.014999, -419, -2035, 365, -179, -158, -805
0.015137, -290, -2048, 281, -83, -118, -628
0.015279, -290, -2048, 281, -83, -118, -628
0.015417, -290, -2048, 281, -83, -118, -628
0.015555, -290, -2048, 281, -83, -118, -628
0.015693, -290, -2048, 281, -83, -118, -628
0.015831, -290, -2048, 281, -83, -118, -628
0.015968, -290, -2048, 281, -83, -118, -628
0.016107, -114, -2062, 128, 21, -209, -633
0.016248, -114, -2062, 128, 21, -209, -633
0.016387, -114, -2062, 128, 21, -209, -633
0.016525, -114, -2062, 128, 21, -209, -633
0.016662, -114, -2062, 128, 21, -209, -633
0.016800, -114, -2062, 128, 21, -209, -633
