Time, ax, ay, az, gx, gy, gz
0.000015, 733, 303, 2626, -35, -163, 2365
0.000181, 733, 303, 2626, -35, -163, 2365
0.000320, 733, 303, 2626, -35, -163, 2365
0.000458, 733, 303, 2626, -35, -163, 2365
0.000595, 733, 303, 2626, -35, -163, 2365
0.000733, 733, 303, 2626, -35, -163, 2365
0.000873, 733, 303, 2626, -35, -163, 2365
0.001005, 934, 43, 3603, 389, -423, 1705
0.001144, 934, 43, 3603, 389, -423, 1705
0.001280, 934, 43, 3603, 389, -423, 1705
0.001417, 934, 43, 3603, 389, -423, 1705
0.001554, 934, 43, 3603, 389, -423, 1705
0.001691, 934, 43, 3603, 389, -423, 1705
0.001830, 934, 43, 3603, 389, -423, 1705
0.001967, -235, 407, 4474, 1619, -563, 1217
0.002104, -235, 407, 4474, 1619, -563, 1217
0.002240, -235, 407, 4474, 1619, -563, 1217
0.002377, -235, 407, 4474, 1619, -563, 1217
0.002514, -235, 407, 4474, 1619, -563, 1217
0.002651, -235, 407, 4474, 1619, -563, 1217
0.002788, -235, 407, 4474, 1619, -563, 1217
0.002925, -235, 407, 4474, 1619, -563, 1217
0.003061, -2550, 1619, 4817, 3232, -634, 1800
0.003198, -2550, 1619, 4817, 3232, -634, 1800
0.003335, -2550, 1619, 4817, 3232, -634, 1800
0.003472, -2550, 1619, 4817, 3232, -634, 1800
0.003609, -2550, 1619, 4817, 3232, -634, 1800
0.003746, -2550, 1619, 4817, 3232, -634, 1800
0.003882, -2550, 1619, 4817, 3232, -634, 1800
0.004019, -1288, 490, 2266, 4056, -930, 3355
0.004156, -1288, 490, 2266, 4056, -930, 3355
0.004293, -1288, 490, 2266, 4056, -930, 3355
0.004430, -1288, 490, 2266, 4056, -930, 3355
0.004567, -1288, 490, 2266, 4056, -930, 3355
0.004703, -1288, 490, 2266, 4056, -930, 3355
0.004840, -1288, 490, 2266, 4056, -930, 3355
0.004977, -1288, 490, 2266, 4056, -930, 3355
0.005114, 3614, -2151, -1000, 2815, -1711, 3224
0.005254, 3614, -2151, -1000, 2815, -1711, 3224
0.005391, 3614, -2151, -1000, 2815, -1711, 3224
