Time, ax, ay, az, gx, gy, gz
0.000007, -8618, 22, -2737, 2318, 5773, -7128
0.000167, -8618, 22, -2737, 2318, 5773, -7128
0.000303, -8618, 22, -2737, 2318, 5773, -7128
0.000438, -8618, 22, -2737, 2318, 5773, -7128
0.000574, -8618, 22, -2737, 2318, 5773, -7128
0.000710, -8618, 22, -2737, 2318, 5773, -7128
0.000845, -8325, -892, -1599, -817, 3888, -1475
0.000980, -8325, -892, -1599, -817, 3888, -1475
0.001115, -8325, -892, -1599, -817, 3888, -1475
0.001250, -8325, -892, -1599, -817, 3888, -1475
0.001384, -8325, -892, -1599, -817, 3888, -1475
0.001519, -8325, -892, -1599, -817, 3888, -1475
0.001654, -8325, -892, -1599, -817, 3888, -1475
0.001788, -7229, -1005, 746, -2896, 883, 3036
0.001923, -7229, -1005, 746, -2896, 883, 3036
0.002058, -7229, -1005, 746, -2896, 883, 3036
0.002192, -7229, -1005, 746, -2896, 883, 3036
0.002327, -7229, -1005, 746, -2896, 883, 3036
0.002461, -7229, -1005, 746, -2896, 883, 3036
0.002596, -7229, -1005, 746, -2896, 883, 3036
0.002732, -7229, -1005, 746, -2896, 883, 3036
0.002867, -9254, -941, 1229, -4318, -1624, 7517
0.003002, -9254, -941, 1229, -4318, -1624, 7517
0.003137, -9254, -941, 1229, -4318, -1624, 7517
0.003271, -9254, -941, 1229, -4318, -1624, 7517
0.003406, -9254, -941, 1229, -4318, -1624, 7517
0.003541, -9254, -941, 1229, -4318, -1624, 7517
0.003675, -9254, -941, 1229, -4318, -1624, 7517
0.003810, -5943, -759, 2058, -5499, -4585, 12617
0.003945, -5943, -759, 2058, -5499, -4585, 12617
0.004079, -5943, -759, 2058, -5499, -4585, 12617
0.004214, -5943, -759, 2058, -5499, -4585, 12617
0.004348, -5943, -759, 2058, -5499, -4585, 12617
0.004483, -5943, -759, 2058, -5499, -4585, 12617
0.004618, -5943, -759, 2058, -5499, -4585, 12617
0.004752, -5943, -759, 2058, -5499, -4585, 12617
0.004887, -1300, 82, 4511, -5736, -7577, 14581
0.005022, -1300, 82, 4511, -5736, -7577, 14581
0.005157, -1300, 82, 4511, -5736, -7577, 14581
0.005294, -1300, 82, 4511, -5736, -7577, 14581
0.005429, -1300, 82, 4511, -5736, -7577, 14581
0.005564, -1300, 82, 4511, -5736, -7577, 14581
0.005699, -1300, 82, 4511, -5736, -7577, 14581
0.005833, 3054, -41, 10037, -2988, -8264, 13624
0.005968, 3054, -41, 10037, -2988, -8264, 13624
0.006103, 3054, -41, 10037, -2988, -8264, 13624
0.006237, 3054, -41, 10037, -2988, -8264, 13624
0.006376, 3054, -41, 10037, -2988, -8264, 13624
0.006511, 3054, -41, 10037, -2988, -8264, 13624
0.006645, 3054, -41, 10037, -2988, -8264, 13624
0.006781, 3054, -41, 10037, -2988, -8264, 13624
0.006916, 5763, 732, 8622, 1799, -7501, 10381
0.007051, 5763, 732, 8622, 1799, -7501, 10381
0.007185, 5763, 732, 8622, 1799, -7501, 10381
0.007320, 5763, 732, 8622, 1799, -7501, 10381
0.007455, 5763, 732, 8622, 1799, -7501, 10381
0.007589, 5763, 732, 8622, 1799, -7501, 10381
0.007724, 5763, 732, 8622, 1799, -7501, 10381
0.007859, 1161, 1240, 1972, 4011, -5671, 7001
0.007993, 1161, 1240, 1972, 4011, -5671, 7001
0.008128, 1161, 1240, 1972, 4011, -5671, 7001
0.008263, 1161, 1240, 1972, 4011, -5671, 7001
0.008397, 1161, 1240, 1972, 4011, -5671, 7001
0.008532, 1161, 1240, 1972, 4011, -5671, 7001
0.008666, 1161, 1240, 1972, 4011, -5671, 7001
0.008801, 1161, 1240, 1972, 4011, -5671, 7001
0.008936, -2975, 640, 1568, 4276, -3646, 7212
0.009071, -2975, 640, 1568, 4276, -3646, 7212
0.009205, -2975, 640, 1568, 4276, -3646, 7212
0.009340, -2975, 640, 1568, 4276, -3646, 7212
0.009474, -2975, 640, 1568, 4276, -3646, 7212
0.009609, -2975, 640, 1568, 4276, -3646, 7212
0.009744, -2975, 640, 1568, 4276, -3646, 7212
0.009878, -2975, 640, 1568, 4276, -3646, 7212
0.010013, -2105, 1195, 2183, 4357, -2907, 8992
0.010148, -2105, 1195, 2183, 4357, -2907, 8992
0.010282, -2105, 1195, 2183, 4357, -2907, 8992
0.010417, -2105, 1195, 2183, 4357, -2907, 8992
0.010551, -2105, 1195, 2183, 4357, -2907, 8992
0.010686, -2105, 1195, 2183, 4357, -2907, 8992
0.010821, -2105, 1195, 2183, 4357, -2907, 8992
0.010956, -1731, 915, 3598, 4717, -1884, 10076
0.011091, -1731, 915, 3598, 4717, -1884, 10076
0.011225, -1731, 915, 3598, 4717, -1884, 10076
0.011360, -1731, 915, 3598, 4717, -1884, 10076
0.011494, -1731, 915, 3598, 4717, -1884, 10076
0.011629, -1731, 915, 3598, 4717, -1884, 10076
0.011791, -1731, 915, 3598, 4717, -1884, 10076
0.011927, -3085, 181, 2727, 5323, -892, 11465
0.012062, -3085, 181, 2727, 5323, -892, 11465
0.012197, -3085, 181, 2727, 5323, -892, 11465
0.012331, -3085, 181, 2727, 5323, -892, 11465
0.012466, -3085, 181, 2727, 5323, -892, 11465
0.012601, -3085, 181, 2727, 5323, -892, 11465
0.012735, -3085, 181, 2727, 5323, -892, 11465
0.012870, -3085, 181, 2727, 5323, -892, 11465
0.013004, -483, -135, -800, 3992, -1440, 12625
0.013139, -483, -135, -800, 3992, -1440, 12625
0.013274, -483, -135, -800, 3992, -1440, 12625
0.013408, -483, -135, -800, 3992, -1440, 12625
0.013543, -483, -135, -800, 3992, -1440, 12625
0.013677, -483, -135, -800, 3992, -1440, 12625
0.013812, -483, -135, -800, 3992, -1440, 12625
0.013947, 2387, 639, 1737, 2467, -2361, 11659
0.014082, 2387, 639, 1737, 2467, -2361, 11659
0.014216, 2387, 639, 1737, 2467, -2361, 11659
0.014351, 2387, 639, 1737, 2467, -2361, 11659
0.014485, 2387, 639, 1737, 2467, -2361, 11659
0.014620, 2387, 639, 1737, 2467, -2361, 11659
0.014755, 2387, 639, 1737, 2467, -2361, 11659
0.014890, 2387, 639, 1737, 2467, -2361, 11659
0.015024, 3460, 948, 4575, 2633, -2541, 9355
0.015159, 3460, 948, 4575, 2633, -2541, 9355
0.015294, 3460, 948, 4575, 2633, -2541, 9355
0.015428, 3460, 948, 4575, 2633, -2541, 9355
0.015563, 3460, 948, 4575, 2633, -2541, 9355
0.015698, 3460, 948, 4575, 2633, -2541, 9355
0.015832, 3460, 948, 4575, 2633, -2541, 9355
0.015967, 2913, 88, 4155, 3807, -2067, 6609
0.016102, 2913, 88, 4155, 3807, -2067, 6609
0.016236, 2913, 88, 4155, 3807, -2067, 6609
0.016371, 2913, 88, 4155, 3807, -2067, 6609
0.016505, 2913, 88, 4155, 3807, -2067, 6609
0.016640, 2913, 88, 4155, 3807, -2067, 6609
0.016775, 2913, 88, 4155, 3807, -2067, 6609
0.016909, 2913, 88, 4155, 3807, -2067, 6609
0.017044, -691, 403, 2483, 5401, -1301, 5071
0.017179, -691, 403, 2483, 5401, -1301, 5071
