Time, ax, ay, az, gx, gy, gz
0.000046, -318, 172, 1899, -1234, -506, 512
0.000213, -318, 172, 1899, -1234, -506, 512
0.000351, -318, 172, 1899, -1234, -506, 512
0.000489, 614, 135, 1786, -1414, -718, 414
0.000626, 614, 135, 1786, -1414, -718, 414
0.000765, 614, 135, 1786, -1414, -718, 414
0.000898, 614, 135, 1786, -1414, -718, 414
0.001036, 614, 135, 1786, -1414, -718, 414
0.001169, 614, 135, 1786, -1414, -718, 414
0.001305, 614, 135, 1786, -1414, -718, 414
0.001442, 1472, 114, 2065, -1508, -883, -335
0.001579, 1472, 114, 2065, -1508, -883, -335
0.001716, 1472, 114, 2065, -1508, -883, -335
0.001848, 1472, 114, 2065, -1508, -883, -335
0.001985, 1472, 114, 2065, -1508, -883, -335
0.002121, 1472, 114, 2065, -1508, -883, -335
0.002258, 1472, 114, 2065, -1508, -883, -335
0.002396, 1472, 114, 2065, -1508, -883, -335
0.002533, 1978, 297, 2357, -1331, -926, -1509
0.002670, 1978, 297, 2357, -1331, -926, -1509
0.002807, 1978, 297, 2357, -1331, -926, -1509
0.002944, 1978, 297, 2357, -1331, -926, -1509
0.003081, 1978, 297, 2357, -1331, -926, -1509
0.003217, 1978, 297, 2357, -1331, -926, -1509
0.003354, 1978, 297, 2357, -1331, -926, -1509
0.003491, 1326, 371, 2222, -1010, -703, -2797
0.003628, 1326, 371, 2222, -1010, -703, -2797
0.003765, 1326, 371, 2222, -1010, -703, -2797
0.003902, 1326, 371, 2222, -1010, -703, -2797
0.004039, 1326, 371, 2222, -1010, -703, -2797
0.004176, 1326, 371, 2222, -1010, -703, -2797
0.004313, 1326, 371, 2222, -1010, -703, -2797
0.004450, 1326, 371, 2222, -1010, -703, -2797
0.004586, -1619, 95, 1814, -736, -145, -3120
0.004724, -1619, 95, 1814, -736, -145, -3120
0.004861, -1619, 95, 1814, -736, -145, -3120
0.004997, -1619, 95, 1814, -736, -145, -3120
0.005134, -1619, 95, 1814, -736, -145, -3120
0.005273, -1619, 95, 1814, -736, -145, -3120
0.005410, -1619, 95, 1814, -736, -145, -3120
0.005547, -3624, 19, 1540, -509, 394, -1445
0.005684, -3624, 19, 1540, -509, 394, -1445
0.005821, -3624, 19, 1540, -509, 394, -1445
0.005958, -3624, 19, 1540, -509, 394, -1445
0.006095, -3624, 19, 1540, -509, 394, -1445
0.006232, -3624, 19, 1540, -509, 394, -1445
0.006370, -3624, 19, 1540, -509, 394, -1445
0.006503, -3624, 19, 1540, -509, 394, -1445
0.006640, -1977, 199, 1756, -395, 491, 783
0.006777, -1977, 199, 1756, -395, 491, 783
0.006914, -1977, 199, 1756, -395, 491, 783
0.007050, -1977, 199, 1756, -395, 491, 783
0.007187, -1977, 199, 1756, -395, 491, 783
0.007324, -1977, 199, 1756, -395, 491, 783
0.007461, -1977, 199, 1756, -395, 491, 783
0.007598, 159, 227, 2249, -434, 217, 1600
0.007735, 159, 227, 2249, -434, 217, 1600
0.007871, 159, 227, 2249, -434, 217, 1600
0.008008, 159, 227, 2249, -434, 217, 1600
0.008145, 159, 227, 2249, -434, 217, 1600
0.008282, 159, 227, 2249, -434, 217, 1600
0.008418, 159, 227, 2249, -434, 217, 1600
0.008555, 497, 220, 2315, -619, -149, 1344
0.008692, 497, 220, 2315, -619, -149, 1344
0.008829, 497, 220, 2315, -619, -149, 1344
0.008966, 497, 220, 2315, -619, -149, 1344
0.009103, 497, 220, 2315, -619, -149, 1344
0.009240, 497, 220, 2315, -619, -149, 1344
0.009376, 497, 220, 2315, -619, -149, 1344
0.009513, 497, 220, 2315, -619, -149, 1344
0.009650, 253, 280, 2092, -942, -479, 994
0.009787, 253, 280, 2092, -942, -479, 994
0.009924, 253, 280, 2092, -942, -479, 994
0.010061, 253, 280, 2092, -942, -479, 994
0.010197, 253, 280, 2092, -942, -479, 994
0.010335, 253, 280, 2092, -942, -479, 994
0.010472, 253, 280, 2092, -942, -479, 994
0.010608, -78, 236, 2029, -1192, -758, 747
0.010745, -78, 236, 2029, -1192, -758, 747
0.010882, -78, 236, 2029, -1192, -758, 747
0.011019, -78, 236, 2029, -1192, -758, 747
0.011155, -78, 236, 2029, -1192, -758, 747
0.011292, -78, 236, 2029, -1192, -758, 747
0.011429, -78, 236, 2029, -1192, -758, 747
0.011565, -78, 236, 2029, -1192, -758, 747
0.011702, -427, 128, 1975, -1225, -1050, 684
0.011839, -427, 128, 1975, -1225, -1050, 684
0.011976, -427, 128, 1975, -1225, -1050, 684
0.012113, -427, 128, 1975, -1225, -1050, 684
0.012250, -427, 128, 1975, -1225, -1050, 684
0.012387, -427, 128, 1975, -1225, -1050, 684
0.012524, -427, 128, 1975, -1225, -1050, 684
0.012661, -300, 175, 1828, -1201, -1365, 792
0.012839, -300, 175, 1828, -1201, -1365, 792
0.012982, -300, 175, 1828, -1201, -1365, 792
0.013119, -300, 175, 1828, -1201, -1365, 792
0.013256, -300, 175, 1828, -1201, -1365, 792
0.013393, -300, 175, 1828, -1201, -1365, 792
0.013530, -300, 175, 1828, -1201, -1365, 792
0.013666, 175, 212, 1834, -1274, -1584, 774
0.013804, 175, 212, 1834, -1274, -1584, 774
0.013940, 175, 212, 1834, -1274, -1584, 774
0.014077, 175, 212, 1834, -1274, -1584, 774
0.014214, 175, 212, 1834, -1274, -1584, 774
0.014351, 175, 212, 1834, -1274, -1584, 774
0.014488, 175, 212, 1834, -1274, -1584, 774
0.014625, 568, 154, 2075, -1340, -1571, 494
0.014762, 568, 154, 2075, -1340, -1571, 494
0.014899, 568, 154, 2075, -1340, -1571, 494
0.015036, 568, 154, 2075, -1340, -1571, 494
0.015172, 568, 154, 2075, -1340, -1571, 494
0.015309, 568, 154, 2075, -1340, -1571, 494
0.015446, 568, 154, 2075, -1340, -1571, 494
0.015583, 568, 154, 2075, -1340, -1571, 494
0.015720, 1111, 232, 2136, -1271, -1325, -4
0.015857, 1111, 232, 2136, -1271, -1325, -4
0.015994, 1111, 232, 2136, -1271, -1325, -4
0.016130, 1111, 232, 2136, -1271, -1325, -4
0.016267, 1111, 232, 2136, -1271, -1325, -4
0.016404, 1111, 232, 2136, -1271, -1325, -4
0.016541, 1111, 232, 2136, -1271, -1325, -4
0.016677, 1033, 204, 1974, -1207, -1012, -767
0.016815, 1033, 204, 1974, -1207, -1012, -767
0.016952, 1033, 204, 1974, -1207, -1012, -767
0.017088, 1033, 204, 1974, -1207, -1012, -767
0.017225, 1033, 204, 1974, -1207, -1012, -767
0.017362, 1033, 204, 1974, -1207, -1012, -767
0.017499, 1033, 204, 1974, -1207, -1012, -767
0.017635, 1033, 204, 1974, -1207, -1012, -767
0.017772, -572, -29, 2144, -1079, -627, -1122
0.017909, -572, -29, 2144, -1079, -627, -1122
0.018046, -572, -29, 2144, -1079, -627, -1122
0.018183, -572, -29, 2144, -1079, -627, -1122
0.018320, -572, -29, 2144, -1079, -627, -1122
0.018457, -572, -29, 2144, -1079, -627, -1122
0.018594, -572, -29, 2144, -1079, -627, -1122
0.018726, -940, 31, 2385, -696, -184, -490
0.018864, -940, 31, 2385, -696, -184, -490
0.019002, -940, 31, 2385, -696, -184, -490
0.019139, -940, 31, 2385, -696, -184, -490
0.019275, -940, 31, 2385, -696, -184, -490
0.019412, -940, 31, 2385, -696, -184, -490
0.019549, -940, 31, 2385, -696, -184, -490
0.019686, 1186, 242, 2423, -284, 18, -239
0.019823, 1186, 242, 2423, -284, 18, -239
0.019960, 1186, 242, 2423, -284, 18, -239
0.020094, 1186, 242, 2423, -284, 18, -239
0.020231, 1186, 242, 2423, -284, 18, -239
0.020368, 1186, 242, 2423, -284, 18, -239
0.020504, 1186, 242, 2423, -284, 18, -239
0.020641, 1186, 242, 2423, -284, 18, -239
0.020778, 1520, 179, 2517, 28, 9, -1241
0.020915, 1520, 179, 2517, 28, 9, -1241
0.021052, 1520, 179, 2517, 28, 9, -1241
0.021189, 1520, 179, 2517, 28, 9, -1241
0.021325, 1520, 179, 2517, 28, 9, -1241
0.021462, 1520, 179, 2517, 28, 9, -1241
0.021599, 1520, 179, 2517, 28, 9, -1241
0.021735, -859, 107, 2255, 247, 114, -1820
0.021872, -859, 107, 2255, 247, 114, -1820
0.022009, -859, 107, 2255, 247, 114, -1820
0.022146, -859, 107, 2255, 247, 114, -1820
0.022283, -859, 107, 2255, 247, 114, -1820
0.022420, -859, 107, 2255, 247, 114, -1820
0.022557, -859, 107, 2255, 247, 114, -1820
0.022694, -859, 107, 2255, 247, 114, -1820
0.022830, -3009, 189, 1776, 178, 346, -800
0.022967, -3009, 189, 1776, 178, 346, -800
0.023104, -3009, 189, 1776, 178, 346, -800
0.023241, -3009, 189, 1776, 178, 346, -800
0.023378, -3009, 189, 1776, 178, 346, -800
0.023514, -3009, 189, 1776, 178, 346, -800
0.023651, -3009, 189, 1776, 178, 346, -800
0.023788, -3591, 265, 1820, -100, 453, 1245
0.023925, -3591, 265, 1820, -100, 453, 1245
0.024062, -3591, 265, 1820, -100, 453, 1245
0.024199, -3591, 265, 1820, -100, 453, 1245
0.024335, -3591, 265, 1820, -100, 453, 1245
0.024472, -3591, 265, 1820, -100, 453, 1245
0.024609, -3591, 265, 1820, -100, 453, 1245
0.024746, -3591, 265, 1820, -100, 453, 1245
0.024882, -2517, 268, 2197, -295, 204, 3196
0.025019, -2517, 268, 2197, -295, 204, 3196
0.025156, -2517, 268, 2197, -295, 204, 3196
0.025293, -2517, 268, 2197, -295, 204, 3196
0.025430, -2517, 268, 2197, -295, 204, 3196
0.025566, -2517, 268, 2197, -295, 204, 3196
0.025711, -2517, 268, 2197, -295, 204, 3196
0.025849, -1601, 235, 2266, -527, -325, 4359
0.025986, -1601, 235, 2266, -527, -325, 4359
